"timestamp","consent","age","gender","employment","region","income","has_bank_account","num_apps","awareness_budgeting","awareness_tracking","awareness_saving","awareness_investing","desire_manage","desire_tool","open_what_is_fm","budget_frequency","budget_followthrough","income_handling","income_handling_other","expense_tracking","expense_knowledge","saving_frequency","saving_pattern","investment_frequency","investment_barrier","sc1_resist_temptation","sc2_break_habits","sc3_act_without_thinking","sc4_stick_to_plan","sc5_give_in_moment","imp1_buy_immediately","imp2_regret_decisions","imp3_say_no_unplanned","imp4_spend_good_mood","proc1_delay_plans","proc2_put_off_statements","proc3_long_to_begin","proc4_sort_next_month","avoid1_avoid_balance","avoid2_prefer_not_think","avoid3_anxious","dg1_enjoy_now","dg2_short_term_sacrifice","dg3_unexpected_money","self_aware_level","self_aware_tendencies","self_aware_would_help","self_aware_tried_change","platforms_used","platforms_other","primary_platform","primary_reason","primary_reason_other","secondary_account_behavior","feature_autocategorize","feature_personalized_budget","feature_nudges","feature_goals","feature_investments","feature_weekly_summary","open_trust","open_hardest_part","personality_app_appeal","open_anything_else","awareness_score","consistency_score","self_control_score","impulsivity_score","procrastination_score","avoidance_score","delayed_gratification_score"
2026-03-28 14:49:48.37,"Yes, I consent - proceed to survey","35-45","Male","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N100,000 - N299,999","Yes","2-3",1,2,5,3,5,5,"It involves taking charge of your income, spending and investments.",4,4,"I allocate specific amounts to different categories before spending",NA,3,4,4,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","I do not have enough money left after expenses, I do not know enough about investment options, I do not trust investment platforms",3,2,2,3,3,4,4,4,5,5,4,4,4,5,5,5,1,1,"Split it between spending, saving, and investing",4,"I tend to spend impulsively, I often procrastinate on financial tasks, I find it hard to stick to plans or routines",5,"Yes, multiple times","PalmPay, First Bank, Other (specify below)","Standard chartered bank","First Bank","It was my first or oldest account",NA,"Transfer it to my primary account immediately",3,3,3,3,3,3,"Good Reputation 
","Knowing the right investment to venture into.","Somewhat - I would be curious to try it","No",3.5,3.8,2.6,3.75,4.25,5,3
2026-03-28 16:23:22.116,"Yes, I consent - proceed to survey","25-34","Male","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N300,000 - N599,999","Yes","4-5",5,5,5,3,5,5,"Savings, investment and having money available to sort out needs",3,2,"I allocate specific amounts to different categories before spending",NA,3,4,4,"I save a fixed amount consistently every month","Yes, once or twice","I do not have enough money left after expenses",3,2,2,5,2,2,4,3,2,4,5,4,4,5,2,4,4,4,"Use it to cover outstanding expenses or debts",2,"I avoid looking at my finances when things are tight",5,"Yes, once or twice","Opay, Access Bank, First Bank","Fidelity Bank","First Bank","It was my first or oldest account",NA,"Leave it there and spend from it directly",4,5,5,5,5,5,"Security of the finances and ease of financial management","Predicting expenses as they arise","Somewhat - I would be curious to try it","No.",4.66666666666667,3.2,2,2.75,4.25,3.66666666666667,3
2026-03-28 16:29:49.736,"Yes, I consent - proceed to survey","35-45","Female","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N1,000,000 and above","Yes","2-3",4,5,5,3,2,4,"Tracking and monitoring expenditure and deciding what is priority and important and what is luxury",3,4,"I transfer most of it to another account and spend from what remains",NA,1,4,5,"I save a fixed amount consistently every month","Yes, once or twice","I do not know enough about investment options",5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,"Split it between spending, saving, and investing",5,"I am generally disciplined with money",1,"No, I usually succeed when I try","Moniepoint, GTBank, Other (specify below)","Stanbic IBTC","Banking platform","I trust it more than others",NA,"It depends on the amount",2,2,2,2,2,2,"It's not about the platform for me. It's about the current realities in the country and how you can be targeted and forced to withdraw tons of money for hoodlums","Current realities - Weekly inflation","Somewhat - I would be curious to try it","None",3.83333333333333,3.4,1,2,1,1,1
2026-03-28 16:42:43.318,"Yes, I consent - proceed to survey","35-45","Male","Self-employed / Business owner","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N100,000 - N299,999","Yes","2-3",4,4,4,4,5,4,"It involves budgeting, saving, and investing",1,1,"I allocate specific amounts to different categories before spending",NA,1,2,1,"I do not save at all currently","No, but I have been planning to","I do not have enough money left after expenses",4,2,2,4,2,2,2,4,2,3,3,3,3,1,2,2,2,4,"Split it between spending, saving, and investing",3,"I am generally disciplined with money",5,"Yes, once or twice","Opay, Zenith Bank",NA,"Opay","It has the best app experience",NA,"Transfer it to my primary account immediately",5,5,5,5,5,5,"If it can help me budget, save, invest, and learn.","Making it.","Yes, very much","No",4.16666666666667,1.2,2,2,3,1.66666666666667,2
2026-03-28 16:44:01.761,"Yes, I consent - proceed to survey","25-34","Female","Self-employed / Business owner","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","Below N100,000","Yes","4-5",5,5,5,5,5,5,NA,2,2,"I allocate specific amounts to different categories before spending",NA,2,4,3,"I save occasionally but not on any schedule","Yes, once or twice","I do not have enough money left after expenses",4,3,1,3,3,1,3,5,1,2,4,3,3,2,1,1,1,5,"Split it between spending, saving, and investing",5,"I often procrastinate on financial tasks, I am generally disciplined with money",4,"Yes, once or twice","Moniepoint, GTBank, Other (specify below)","Optimus Bank","Gtbank","Habit - I am just used to it",NA,"It depends on the amount",5,5,5,5,5,5,NA,NA,"Yes, very much",NA,5,2.6,2.4,1.5,3,1.33333333333333,1
2026-03-28 17:45:02.595,"Yes, I consent - proceed to survey","25-34","Female","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N300,000 - N599,999","Yes","2-3",5,5,5,5,3,2,"Managing my personal finance means being able to spend on the right things while making taking the future into consideration",5,5,"I allocate specific amounts to different categories before spending",NA,5,4,4,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","I do not have enough money left after expenses",4,2,1,4,2,2,3,2,1,2,2,2,2,2,2,1,1,4,"Split it between spending, saving, and investing",4,"I am generally disciplined with money",4,"Yes, once or twice","Opay, First Bank, Other (specify below)","VFD MFB","VFD","It has better features for managing my money",NA,"Transfer it within a few days",4,4,2,4,4,4,NA,"Cutting off expenses that cant fit into my budget","Yes, very much","None",4.16666666666667,4.6,1.8,2.5,2,1.66666666666667,1.5
2026-03-29 00:35:00.807,"Yes, I consent - proceed to survey","18-24","Female","Freelancer / Contract worker","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N100,000 - N299,999","Yes","2-3",3,5,3,1,5,5,NA,1,1,"I spend as needs arise and hope it lasts",NA,1,1,1,"I do not save at all currently","No, but I have been planning to","I do not have enough money left after expenses, I do not know enough about investment options",1,5,3,2,3,4,3,3,1,3,5,3,3,3,5,4,3,3,"Spend it on something I have been wanting",3,"I tend to spend impulsively, I often procrastinate on financial tasks, I find it hard to stick to plans or routines",5,"Yes, multiple times","Opay, GTBank, First Bank",NA,"Opat","It has the best app experience",NA,"It depends on the amount",3,3,5,5,5,5,NA,NA,"Yes, very much",NA,3.66666666666667,1,4,2.75,3.5,4,3
2026-03-29 08:43:59.321,"Yes, I consent - proceed to survey","35-45","Male","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N100,000 - N299,999","Yes","4-5",4,5,4,3,5,5,"It involves budgeting your expenses according to the income one has. The percentage to also save or/and invest",4,4,"I allocate specific amounts to different categories before spending",NA,2,4,3,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","I do not have enough money left after expenses",4,4,3,4,4,2,4,4,4,4,5,4,3,4,4,4,3,3,"Split it between spending, saving, and investing",2,"I tend to spend impulsively, I struggle to delay gratification, I find it hard to stick to plans or routines",5,"Yes, once or twice","Moniepoint, Opay, Access Bank, Other (specify below)","Stanbic","Access","My salary or main income is paid into it",NA,"It depends on the amount",4,4,3,3,3,3,"Ease","Saving and investing","Yes, very much","None",4.33333333333333,3.4,3,3,4,4,3
2026-03-29 08:57:48.864,"Yes, I consent - proceed to survey","25-34","Male","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N300,000 - N599,999","Yes","2-3",5,5,5,5,5,5,"It simply means being intentional, disciplined and informed about how you earn, spend, save and grow your money",5,5,"I have a rough idea of how to split it but do not write it down",NA,3,5,4,"I save a fixed amount consistently every month","No, but I have been planning to","I prefer to keep money accessible for emergencies",4,2,1,2,3,5,1,5,2,1,4,1,1,1,4,1,1,3,"Spend it on something I have been wanting",5,"I tend to spend impulsively",5,"Yes, once or twice","Opay, PalmPay, GTBank",NA,"GTB","My salary or main income is paid into it",NA,"It depends on the amount",5,5,5,5,5,5,"Safety and reliability","Maintaining discipline over time","Yes, very much","Simplicity and automation",5,4.4,2.4,2.25,1.75,2,2
2026-03-29 09:13:28.13,"Yes, I consent - proceed to survey","35-45","Male","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N1,000,000 and above","Yes","4-5",4,4,4,4,5,5,NA,4,4,"I have a rough idea of how to split it but do not write it down",NA,3,4,4,"I save when I have money left over at the end of the month","No, but I have been planning to","Not applicable - I invest consistently",4,2,1,5,2,2,2,4,2,2,3,3,2,2,1,2,2,4,"Save all or most of it",4,"I am generally disciplined with money",5,"Yes, once or twice","Opay, GTBank, Access Bank, UBA",NA,"Access","It was my first or oldest account",NA,"It depends on the amount",4,4,4,4,4,4,NA,NA,"Yes, very much",NA,4.33333333333333,3.8,1.6,2,2.5,1.66666666666667,2
2026-03-29 10:55:12.887,"Yes, I consent - proceed to survey","35-45","Male","Employed full-time","South South — Akwa Ibom, Bayelsa, Cross River, Delta, Edo, Rivers","Prefer not to say","Yes","4-5",4,3,4,5,4,2,"Control consumption appetite and avoid unnecessary spending",3,4,"I transfer most of it to another account and spend from what remains","Te",3,3,4,"I save when I have money left over at the end of the month","Yes, once or twice","I do not have enough money left after expenses",4,3,3,3,4,5,4,5,3,3,3,3,2,2,4,1,1,5,"Split it between spending, saving, and investing",3,"I struggle to delay gratification, I am generally disciplined with money",5,"No, I have not tried to change my habits","GTBank, Access Bank, Zenith Bank, Other (specify below)",NA,"Gtb","It was my first or oldest account",NA,"Leave it there and spend from it directly",3,2,3,3,3,3,"Ease of redeeming funds when needed","Unpredictable economy trend of Nigeria","Somewhat - I would be curious to try it","Profitable investment opportunities awareness",3.66666666666667,3.4,3,3.25,2.75,2.33333333333333,1
2026-03-29 11:16:55.27,"Yes, I consent - proceed to survey","25-34","Male","Employed full-time","South East — Abia, Anambra, Ebonyi, Enugu, Imo","Prefer not to say","Yes","4-5",3,3,3,2,5,3,"Maxizing my fund per time",2,2,"I allocate specific amounts to different categories before spending",NA,3,2,2,"I save when I have money left over at the end of the month","Yes, regularly (monthly or quarterly)","I do not trust investment platforms",3,1,1,2,2,3,2,2,3,3,1,1,5,1,3,3,3,4,"Split it between spending, saving, and investing",3,"None of the above",1,"No, I have not tried to change my habits","Other (specify below)","Fidelity","Fidelity","It was my first or oldest account",NA,"Transfer it to my primary account immediately",5,3,3,4,5,5,"Consistency","Unexpected expenses","Somewhat - I would be curious to try it","Summarized financial expenditures",3.16666666666667,2.2,2.2,3,2.5,2.33333333333333,2.5
2026-03-29 12:36:55.102,"Yes, I consent - proceed to survey","25-34","Male","Freelancer / Contract worker","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N100,000 - N299,999","Yes","2-3",4,4,4,1,4,4,"It means knowing how much I spend monthly, how much I can save and if I should invest my savings or not.",1,2,"I transfer most of it to another account and spend from what remains",NA,1,3,4,"I save when I have money left over at the end of the month","No, and I have not considered it","I do not have enough money left after expenses, I do not know enough about investment options, I do not trust investment platforms",4,2,2,4,2,1,1,5,2,3,2,4,3,1,2,3,1,4,"Save all or most of it",4,"I am generally disciplined with money",4,"No, I have not tried to change my habits","Access Bank, First Bank",NA,"First bank","It was my first or oldest account",NA,"Transfer it to my primary account immediately",4,4,4,4,5,3,"If I can make money while keeping my money there","Knowing where and how to invest properly.","Somewhat - I would be curious to try it","No.",3.5,2.2,2,1.25,3,2,1.5
2026-03-29 17:09:33.358,"Yes, I consent - proceed to survey","25-34","Male","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N1,000,000 and above","Yes","2-3",4,4,4,4,4,4,NA,3,3,"I allocate specific amounts to different categories before spending",NA,3,3,3,"I save a fixed amount consistently every month","Yes, once or twice","I prefer to keep money accessible for emergencies",4,2,2,4,2,2,3,3,4,3,4,4,4,2,3,3,2,4,"Spend it on something I have been wanting",3,"I often procrastinate on financial tasks",4,"Yes, once or twice","Kuda, GTBank",NA,"Kuda MFB","It has the best app experience",NA,"It depends on the amount",3,3,3,3,3,4,NA,NA,"Somewhat - I would be curious to try it",NA,4,3,2,3,3.75,2.66666666666667,2
2026-03-29 17:24:56.006,"Yes, I consent - proceed to survey","25-34","Male","Employed full-time","South South — Akwa Ibom, Bayelsa, Cross River, Delta, Edo, Rivers","N1,000,000 and above","Yes","2-3",5,5,5,5,5,5,"Spending wisely and purchasing only what is necessary and vitally important",5,5,"I transfer most of it to another account and spend from what remains",NA,1,5,5,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","Not applicable - I invest consistently",4,4,4,5,4,1,1,5,3,1,1,1,5,5,1,5,1,5,"Split it between spending, saving, and investing",4,"I often procrastinate on financial tasks, I struggle to delay gratification, I am generally disciplined with money",5,"Yes, multiple times","Opay, GTBank, Access Bank, First Bank","ECOBANK stanbic","Stanbic","I trust it more than others",NA,"Transfer it to my primary account immediately",5,1,5,5,5,5,"Friends recommendations and experiences using the platform","Expenditures and high cost of things in the market and dynamic market prices","Yes, very much",NA,5,4.2,3,1.5,2,3.66666666666667,1
2026-03-29 17:56:07.394,"Yes, I consent - proceed to survey","25-34","Male","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N1,000,000 and above","Yes","2-3",3,3,4,2,4,4,"Saving and investing funds",2,3,"I transfer most of it to another account and spend from what remains",NA,1,2,2,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","I keep postponing it, I do not trust investment platforms, I prefer to keep money accessible for emergencies",2,3,3,4,1,1,1,4,1,2,4,4,3,1,3,4,2,3,"Split it between spending, saving, and investing",3,"I tend to spend impulsively, I avoid looking at my finances when things are tight, I find it hard to stick to plans or routines, I am generally disciplined with money",2,"Yes, multiple times","Opay",NA,"Piggy vest","It has better features for managing my money",NA,"It depends on the amount",3,3,5,4,4,5,NA,"Being financial disciplined is the key","Yes, very much",NA,3.33333333333333,2,2.6,1.25,3.25,2.66666666666667,2.5
2026-03-29 18:39:30.032,"Yes, I consent - proceed to survey","25-34","Male","Employed full-time","South East — Abia, Anambra, Ebonyi, Enugu, Imo","N300,000 - N599,999","Yes","2-3",5,5,5,5,5,5,"Use your income in optimum way",1,1,"I have a rough idea of how to split it but do not write it down",NA,3,4,1,"I do not save at all currently","No, but I have been planning to","I do not have enough money left after expenses",3,3,2,3,3,2,2,2,3,4,2,2,3,1,2,2,2,3,"Use it to cover outstanding expenses or debts",4,"I find it hard to stick to plans or routines",2,"Yes, once or twice","Opay, Access Bank, First Bank",NA,"First Bank","My salary or main income is paid into it",NA,"Leave it there and spend from it directly",4,4,4,4,4,4,"Your friendly, reliability and charges","Issues arising and emergencies","Yes, very much",NA,5,2,2.8,2.75,2.75,1.66666666666667,2.5
2026-03-29 19:18:43.527,"Yes, I consent - proceed to survey","25-34","Male","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N100,000 - N299,999","Yes","2-3",5,5,5,5,5,5,"Prioritizing my spending",4,3,"I have a rough idea of how to split it but do not write it down",NA,1,3,5,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","Not applicable - I invest consistently",5,2,1,4,2,2,2,2,2,3,3,2,1,1,1,1,1,4,"Split it between spending, saving, and investing",4,"I am generally disciplined with money",5,"No, I usually succeed when I try","Opay, GTBank, Other (specify below)","Wema Bank & Piggvest","Opay","Habit - I am just used to it",NA,"It depends on the amount",4,4,4,4,4,4,NA,NA,"Yes, very much",NA,5,3.2,1.6,2.5,2.25,1,1.5
2026-03-29 19:31:27.252,"Yes, I consent - proceed to survey","35-45","Female","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N1,000,000 and above","Yes","4-5",5,5,5,5,3,3,NA,5,4,"I allocate specific amounts to different categories before spending",NA,3,3,5,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","Not applicable - I invest consistently",5,1,1,4,1,2,1,5,2,1,3,2,2,2,2,1,1,5,"Invest all or most of it",4,"I am generally disciplined with money",3,"No, I usually succeed when I try","GTBank, Access Bank, Other (specify below)","Cowrywise","Bank","It was my first or oldest account",NA,"It depends on the amount",3,3,3,3,3,3,NA,NA,"No, I prefer to manage things my own way",NA,4.33333333333333,4,1.2,1.5,2,1.66666666666667,1
2026-03-29 19:34:03.198,"Yes, I consent - proceed to survey","25-34","Male","Employed full-time","South South — Akwa Ibom, Bayelsa, Cross River, Delta, Edo, Rivers","Below N100,000","Yes","4-5",5,5,5,3,5,5,"Managing my personal finances involves taking track of how my financial inflow is utilized, spent, invested or saved to achieve financial freedom.",5,4,"I allocate specific amounts to different categories before spending",NA,2,3,3,"I save a fixed amount consistently every month","Yes, once or twice","I do not have enough money left after expenses, I do not know enough about investment options, I find the process confusing or complicated",4,1,1,4,1,2,3,2,4,4,3,2,2,1,1,4,1,5,"Split it between spending, saving, and investing",4,"I tend to spend impulsively",5,"No, I have not tried to change my habits","Moniepoint, Opay, Access Bank, First Bank",NA,"Opay","Other (specify below)","It's easier to access and gives me bonuses","It depends on the amount",5,5,5,5,5,5,"Ability to access my money anytime while enjoying bonuses.","Insufficient resources","Somewhat - I would be curious to try it","Having some features that can help multiple my resources will be an advantage",4.66666666666667,3.4,1.4,3.25,2.75,2,1
2026-03-29 19:35:23.314,"Yes, I consent - proceed to survey","35-45","Male","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N600,000 - N999,999","Yes","4-5",5,5,5,4,5,5,"it involves budgeting my finances and sticking to it",4,4,"I allocate specific amounts to different categories before spending",NA,4,4,3,"I save occasionally but not on any schedule","Yes, once or twice","I do not have enough money left after expenses",4,4,2,4,3,3,2,4,3,4,2,3,3,3,4,2,2,4,"Use it to cover outstanding expenses or debts",4,"I avoid looking at my finances when things are tight, I find it hard to stick to plans or routines",5,"Yes, once or twice","Opay, GTBank, First Bank","Ren Money","GT Bank","My salary or main income is paid into it",NA,"Leave it there and spend from it directly",5,5,5,5,5,5,"Security","Black tax","Yes, very much","no",4.83333333333333,3.8,2.6,2.5,3,3,2
2026-03-29 20:11:30.942,"Yes, I consent - proceed to survey","25-34","Male","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N300,000 - N599,999","Yes","More than 5",5,5,5,5,5,5,NA,5,3,"I allocate specific amounts to different categories before spending",NA,5,4,5,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","Not applicable - I invest consistently",5,1,1,5,1,1,2,1,1,1,3,1,1,1,1,1,1,5,"Split it between spending, saving, and investing",5,"I am generally disciplined with money",5,"No, I usually succeed when I try","Opay, GTBank, Access Bank",NA,"GT Bank","My salary or main income is paid into it",NA,"It depends on the amount",5,5,5,5,5,5,NA,NA,"Yes, very much",NA,5,4.4,1,2.25,1.5,1,1
2026-03-31 05:44:42.609,"Yes, I consent - proceed to survey","25-34","Male","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N600,000 - N999,999","Yes","2-3",5,5,4,5,5,5,"It involves me keeping track of my expenditures. Ensuring there is a balance between income and expenditures.",4,4,"I transfer most of it to another account and spend from what remains",NA,3,4,5,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","Not applicable - I invest consistently",4,2,2,4,3,2,2,2,2,2,3,2,2,1,1,1,1,4,"Invest all or most of it",5,"I am generally disciplined with money",4,"No, I usually succeed when I try","Opay, GTBank, Access Bank",NA,"Access bank","My salary or main income is paid into it",NA,"It depends on the amount",4,3,4,4,4,4,"Automatically categories my spending, so I know where my money goes","Dealing with emergencies spending","Not sure","Avoid spending unnecessarily.",4.83333333333333,4,2.2,2.5,2.25,1,1.5
2026-03-31 11:26:11.586,"Yes, I consent - proceed to survey","25-34","Male","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N600,000 - N999,999","Yes","4-5",5,5,5,5,5,5,"Not spending more than you make, saving and investing a portion of your earnings for the future",3,2,"I spend as needs arise and hope it lasts",NA,2,3,3,"I save a fixed amount consistently every month","Yes, once or twice","I do not have enough money left after expenses, I keep postponing it",3,3,2,2,2,2,2,4,3,4,4,2,4,2,2,4,1,4,"Save all or most of it",3,"I find it hard to stick to plans or routines, I am generally disciplined with money",5,"Yes, multiple times","Opay, GTBank, Access Bank, First Bank, Zenith Bank",NA,"GTBank","It was my first or oldest account",NA,"Transfer it to my primary account immediately",5,5,5,5,5,5,"A track record, reliability and ease of using it","Reviewing the month and expenses in order to properly review how the budget as administered","Somewhat - I would be curious to try it",NA,5,2.6,2.8,2.25,3.5,2.66666666666667,1.5
2026-03-31 12:19:30.527,"Yes, I consent - proceed to survey","35-45","Female","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N300,000 - N599,999","Yes","2-3",5,5,5,5,5,5,"Controlling my income, spendings and savings to achieve financial security.",4,3,"I allocate specific amounts to different categories before spending",NA,2,3,4,"I save a fixed amount consistently every month","Yes, once or twice","I do not have enough money left after expenses",3,3,1,5,3,1,2,4,3,2,1,1,4,5,1,5,1,5,"Split it between spending, saving, and investing",5,"I avoid looking at my finances when things are tight",5,"Yes, multiple times","Opay, Other (specify below)","Keystone bank","Opay","It has better features for managing my money",NA,"Transfer it within a few days",5,5,5,5,5,5,"Regulatory backed security","Expenses exceeding income","Yes, very much",NA,5,3.2,2.2,2,2,3.66666666666667,1
2026-03-31 13:02:37.333,"Yes, I consent - proceed to survey","18-24","Female","Self-employed / Business owner","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","Below N100,000","Yes","2-3",5,5,5,5,5,5,"It involves tracking your income and expenses 
",5,5,"I allocate specific amounts to different categories before spending",NA,1,5,5,"I save when I have money left over at the end of the month","Yes, once or twice","I do not know enough about investment options",5,3,1,4,3,3,3,3,5,3,1,3,5,1,1,1,1,5,"Split it between spending, saving, and investing",3,"I tend to spend impulsively",5,"Yes, multiple times","Moniepoint, Opay, PalmPay, Access Bank","Sterling vank","Access bank","It was my first or oldest account",NA,"Leave it there and spend from it directly",1,5,5,5,5,5,"Their customer service and operations","Budget","Yes, very much","I just need a guide or app that can put me through",5,4.2,2,3.5,3,1,1
2026-03-31 13:19:10.861,"Yes, I consent - proceed to survey","18-24","Female","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N100,000 - N299,999","Yes","2-3",4,4,4,5,5,5,NA,3,2,"I transfer most of it to another account and spend from what remains",NA,1,3,5,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","I do not have enough money left after expenses",4,3,3,3,2,1,3,3,3,4,3,2,2,3,3,3,2,4,"Split it between spending, saving, and investing",4,"I tend to spend impulsively, I struggle to delay gratification, I find it hard to stick to plans or routines",4,"Yes, multiple times","Opay",NA,"Opay","My salary or main income is paid into it",NA,"Transfer it within a few days",4,4,4,5,5,5,NA,NA,"Yes, very much",NA,4.5,2.8,2.6,2.5,2.75,3,2
2026-03-31 13:19:31.925,"Yes, I consent - proceed to survey","25-34","Female","Self-employed / Business owner","North Central — Benue, Kogi, Kwara, Nasarawa, Niger, Plateau, FCT (Abuja)","Below N100,000","Yes","1.0",5,5,5,4,5,4,"It involves discipline",4,4,"I allocate specific amounts to different categories before spending",NA,3,4,3,"I do not save at all currently","No, but I have been planning to","I do not have enough money left after expenses",3,3,2,4,3,4,4,3,5,4,4,4,4,1,2,5,2,3,"Split it between spending, saving, and investing",3,"I find it hard to stick to plans or routines",4,"Yes, multiple times","Opay",NA,"Opay","It has better features for managing my money",NA,"Transfer it to my primary account immediately",3,4,3,3,4,4,NA,NA,"Somewhat - I would be curious to try it",NA,4.66666666666667,3.6,2.6,4,4,2.66666666666667,2.5
2026-03-31 13:43:30.207,"Yes, I consent - proceed to survey","25-34","Male","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N600,000 - N999,999","Yes","2-3",5,5,5,4,4,5,"Diversify my portfolios properly",4,4,"I allocate specific amounts to different categories before spending",NA,2,4,3,"I save occasionally but not on any schedule","Yes, regularly (monthly or quarterly)","Not applicable - I invest consistently",4,4,4,4,3,4,1,4,1,2,4,2,1,3,2,3,1,5,"Split it between spending, saving, and investing",3,"I am generally disciplined with money",5,"No, I usually succeed when I try","UBA",NA,"Stock","I trust it more than others",NA,"Transfer it to my primary account immediately",3,3,3,3,3,3,NA,"None","Not sure","None",4.66666666666667,3.4,3,2,2.25,2.66666666666667,1
2026-03-31 14:33:25.36,"Yes, I consent - proceed to survey","18-24","Male","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N100,000 - N299,999","Yes","4-5",5,5,5,5,5,5,"Not overspending",5,5,"Other (specify below)","I allocate amounts to spendings after I've been able to save comfortably",4,5,5,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","I do not have enough money left after expenses, I do not know enough about investment options",2,4,1,4,4,1,1,1,5,1,1,1,1,1,1,1,1,1,"Split it between spending, saving, and investing",5,"I am generally disciplined with money",5,"No, I have not tried to change my habits","Other (specify below)","Palmpay","Palmpay","It has better features for managing my money",NA,"Transfer it to my primary account immediately",5,5,5,5,5,5,"No bank charges","I don't find it difficult to manage my money","Yes, very much","I live on a strict budget and below my means. I never try to live an extravagant lifestyle. Never.",5,4.8,3,3,1,1,3
2026-03-31 14:44:53.107,"Yes, I consent - proceed to survey","25-34","Female","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N100,000 - N299,999","Yes","1.0",5,5,5,3,5,5,"It means being in total control of how I spend my money",3,3,"I transfer most of it to another account and spend from what remains",NA,3,3,3,"I save a fixed amount consistently every month","No, but I have been planning to","I keep postponing it, I find the process confusing or complicated",4,2,2,4,4,2,3,4,3,3,3,2,2,3,3,3,3,3,"Save all or most of it",4,"I often procrastinate on financial tasks, I am generally disciplined with money",3,"Yes, multiple times","Opay, Access Bank",NA,"Access","It has the best app experience",NA,"Transfer it to my primary account immediately",3,4,3,3,3,4,"Integrity","Planning","Yes, very much",NA,4.66666666666667,3,2.4,2.5,2.5,3,3
2026-03-31 14:47:09.767,"Yes, I consent - proceed to survey","35-45","Male","Self-employed / Business owner","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N300,000 - N599,999","Yes","4-5",5,5,5,5,5,5,NA,3,3,"I spend as needs arise and hope it lasts",NA,2,3,5,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","Not applicable - I invest consistently",5,2,1,4,2,1,1,5,2,3,4,1,3,3,1,3,1,3,"Invest all or most of it",4,"I am generally disciplined with money",5,"Yes, multiple times","Moniepoint, Opay, PalmPay, Zenith Bank",NA,"Opay","It has the best app experience",NA,"Transfer it to my primary account immediately",5,4,4,4,4,5,NA,"Urgent 2k from family members","Yes, very much",NA,5,3.2,1.6,1.25,2.75,2.33333333333333,2
