"timestamp","consent","age","gender","employment","region","income","has_bank_account","num_apps","awareness_budgeting","awareness_tracking","awareness_saving","awareness_investing","desire_manage","desire_tool","open_what_is_fm","budget_frequency","budget_followthrough","income_handling","income_handling_other","expense_tracking","expense_knowledge","saving_frequency","saving_pattern","investment_frequency","investment_barrier","sc1_resist_temptation","sc2_break_habits","sc3_act_without_thinking","sc4_stick_to_plan","sc5_give_in_moment","imp1_buy_immediately","imp2_regret_decisions","imp3_say_no_unplanned","imp4_spend_good_mood","proc1_delay_plans","proc2_put_off_statements","proc3_long_to_begin","proc4_sort_next_month","avoid1_avoid_balance","avoid2_prefer_not_think","avoid3_anxious","dg1_enjoy_now","dg2_short_term_sacrifice","dg3_unexpected_money","self_aware_level","self_aware_tendencies","self_aware_would_help","self_aware_tried_change","platforms_used","platforms_other","primary_platform","primary_reason","primary_reason_other","secondary_account_behavior","feature_autocategorize","feature_personalized_budget","feature_nudges","feature_goals","feature_investments","feature_weekly_summary","open_trust","open_hardest_part","personality_app_appeal","open_anything_else","awareness_score","consistency_score","self_control_score","impulsivity_score","procrastination_score","avoidance_score","delayed_gratification_score"
2026-03-27 20:15:15.176,"Yes, I consent - proceed to survey","25-34","Male","Employed full-time","North Central — Benue, Kogi, Kwara, Nasarawa, Niger, Plateau, FCT (Abuja)","N600,000 - N999,999","Yes","4-5",5,5,5,5,5,5,"Budgeting and expense tracking. Being able to pre plan in inflows and properly track outflows",5,3,"I allocate specific amounts to different categories before spending",NA,5,5,5,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)",NA,1,1,4,2,2,3,2,3,4,2,2,2,2,4,2,3,1,3,"Split it between spending, saving, and investing",5,"I tend to spend impulsively, I struggle to delay gratification, I find it hard to stick to plans or routines",3,"Yes, once or twice","Opay, Zenith Bank, Other (specify below)","Providus","Zenith","My salary or main income is paid into it",NA,"Leave it there and spend from it directly",5,5,5,5,1,5,NA,"Sticking to a plan. Multiple output points with multiple accounts","Not sure",NA,5,4.6,3.2,3,2,3,2
2026-03-27 20:21:54.92,"Yes, I consent - proceed to survey","25-34","Female","Employed full-time","South South — Akwa Ibom, Bayelsa, Cross River, Delta, Edo, Rivers","N100,000 - N299,999","Yes","2-3",5,5,5,5,5,5,"Planning and investing",3,3,"I have a rough idea of how to split it but do not write it down",NA,3,4,2,"I save when I have money left over at the end of the month","Yes, regularly (monthly or quarterly)","I do not have enough money left after expenses",5,3,3,4,4,2,4,4,4,4,4,4,4,3,3,4,3,3,"Split it between spending, saving, and investing",3,"I tend to spend impulsively, I struggle to delay gratification, I find it hard to stick to plans or routines",4,"Yes, multiple times","GTBank, Other (specify below)","Stanbic ibtc","Gtb","My salary or main income is paid into it",NA,"Leave it there and spend from it directly",3,4,4,4,4,4,NA,"Sticking to budgeting","Yes, very much","None",5,3,2.6,3,4,3.33333333333333,3
2026-03-27 20:23:59.803,"Yes, I consent - proceed to survey","25-34","Male","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N300,000 - N599,999","Yes","4-5",5,5,4,4,4,4,"Ensures proper planning, budgeting and investments",4,4,"I allocate specific amounts to different categories before spending",NA,4,4,5,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","I do not have enough money left after expenses",3,2,2,3,3,2,3,4,3,2,3,3,3,1,2,3,1,4,"Split it between spending, saving, and investing",3,"I am generally disciplined with money",4,"No, I usually succeed when I try","GTBank","Wema","Wema Bank","It has the best app experience",NA,"Leave it there and spend from it directly",2,2,2,3,3,4,"If my money does not lose it’s value due to inflation","I would say temptation","Somewhat - I would be curious to try it",NA,4.33333333333333,4.2,2.6,2.5,2.75,2,1.5
2026-03-27 20:32:49.127,"Yes, I consent - proceed to survey","25-34","Male","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N1,000,000 and above","Yes","2-3",5,5,5,5,5,5,NA,5,3,"I allocate specific amounts to different categories before spending",NA,1,4,5,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","Not applicable - I invest consistently",3,3,2,3,3,3,4,2,4,1,3,1,1,2,1,1,2,5,"Use it to cover outstanding expenses or debts",4,"I am generally disciplined with money",3,"Yes, once or twice","GTBank",NA,"Stanbic IBTC","Other (specify below)","Its Safe","It depends on the amount",4,4,4,4,4,4,NA,NA,"Yes, very much",NA,5,3.6,2.8,3.75,1.5,1.33333333333333,1.5
2026-03-27 20:36:36.398,"Yes, I consent - proceed to survey","35-45","Female","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N1,000,000 and above","Yes","2-3",5,4,5,2,5,4,NA,4,3,"I have a rough idea of how to split it but do not write it down",NA,1,3,5,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","Not applicable - I invest consistently",4,3,2,4,2,2,2,3,2,2,3,2,2,2,2,2,1,5,"Split it between spending, saving, and investing",4,"I am generally disciplined with money",5,"No, I usually succeed when I try","GTBank, First Bank",NA,"GTB","My salary or main income is paid into it",NA,"Leave it there and spend from it directly",3,3,5,4,4,4,NA,NA,"Yes, very much",NA,4.16666666666667,3.2,2.2,2.25,2.25,2,1
2026-03-27 20:36:55.914,"Yes, I consent - proceed to survey","25-34","Female","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N1,000,000 and above","Yes","4-5",5,5,5,5,5,5,NA,5,3,"I allocate specific amounts to different categories before spending",NA,4,3,5,"I save a fixed amount consistently every month","Yes, once or twice","I do not have enough money left after expenses, I prefer to keep money accessible for emergencies",3,3,1,3,2,1,2,4,4,2,4,1,4,1,3,2,2,4,"Split it between spending, saving, and investing",5,"I find it hard to stick to plans or routines",5,"Yes, once or twice","GTBank, Other (specify below)","ALAT, PiggyVest, Bamboo","GTB","My salary or main income is paid into it",NA,"It depends on the amount",5,5,5,5,5,5,NA,NA,"Somewhat - I would be curious to try it",NA,5,4,2.4,2.25,2.75,2,2
2026-03-27 20:37:26.991,"Yes, I consent - proceed to survey","35-45","Female","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","Prefer not to say","Yes","2-3",5,5,5,5,5,5,"Saving to generate and retain wealth",5,3,"I transfer most of it to another account and spend from what remains","Nil",5,5,4,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","I do not have enough money left after expenses",2,4,2,5,1,2,5,4,4,3,1,1,4,4,2,4,1,5,"Split it between spending, saving, and investing",4,"I often procrastinate on financial tasks, I avoid looking at my finances when things are tight",5,"No, I usually succeed when I try","GTBank, Access Bank, First Bank",NA,"Retrust MFB","It has better features for managing my money","It's a lock to achieve a target","Transfer it to my primary account immediately",5,5,5,5,5,5,"Durability","Spending","Yes, very much","Hey a lock account for your savings different from family and finvenv",5,4.4,2.4,3.25,2.25,3.33333333333333,1
2026-03-27 21:05:37.42,"Yes, I consent - proceed to survey","35-45","Female","Employed part-time","South East — Abia, Anambra, Ebonyi, Enugu, Imo","N100,000 - N299,999","Yes","2-3",3,3,5,5,5,5,"Not overspending",2,3,"I have a rough idea of how to split it but do not write it down",NA,2,1,3,"I save when I have money left over at the end of the month","Yes, regularly (monthly or quarterly)","I do not know enough about investment options",3,2,2,4,5,2,3,3,5,3,5,2,3,3,1,5,1,2,"Split it between spending, saving, and investing",3,"I find it hard to stick to plans or routines, I am generally disciplined with money",5,"No, I usually succeed when I try","Opay, GTBank, Access Bank, Other (specify below)","Bamboo, piggyvest","Access Bank","It was my first or oldest account",NA,"Transfer it to my primary account immediately",5,4,5,5,5,5,"I don't really trust one platform.","When there are so much bills to pay off.","Somewhat - I would be curious to try it",NA,4.33333333333333,2.2,2.8,3.25,3.25,3,2.5
2026-03-27 21:25:30.204,"Yes, I consent - proceed to survey","35-45","Female","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N600,000 - N999,999","Yes","2-3",5,5,5,4,5,4,"investing",4,4,"I allocate specific amounts to different categories before spending",NA,3,4,5,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","Not applicable - I invest consistently",4,1,1,5,5,4,2,5,3,4,4,1,1,1,5,4,2,4,"Invest all or most of it",5,"I am generally disciplined with money",4,"No, I have not tried to change my habits","GTBank, First Bank",NA,"GTB","It was my first or oldest account",NA,"Leave it there and spend from it directly",5,4,5,5,5,5,"Guarantee that the money will not disappear overnight","The ease of transferring from one platform to the other","Somewhat - I would be curious to try it","A feature that can create a dollar account and card and the ease of transferring money to it",4.66666666666667,4,2,2.5,2.5,3.33333333333333,2
2026-03-27 21:35:40.381,"Yes, I consent - proceed to survey","25-34","Male","Employed full-time","South South — Akwa Ibom, Bayelsa, Cross River, Delta, Edo, Rivers","N1,000,000 and above","Yes","2-3",5,5,5,4,5,4,"Tracking & controlling my income and expenses. Setting aside money to save and invest",3,3,"I have a rough idea of how to split it but do not write it down",NA,3,2,2,"I save occasionally but not on any schedule","Yes, once or twice","I keep postponing it, I prefer to keep money accessible for emergencies",4,3,2,4,3,2,3,4,4,3,4,3,3,1,2,4,2,3,"Use it to cover outstanding expenses or debts",3,"I am generally disciplined with money",4,"No, I have not tried to change my habits","Kuda",NA,"Kuda","Habit - I am just used to it",NA,"It depends on the amount",5,5,5,5,3,5,"Ease of use","Being accountable","Somewhat - I would be curious to try it",NA,4.66666666666667,2.6,2.4,2.75,3.25,2.33333333333333,2.5
2026-03-27 21:47:17.546,"Yes, I consent - proceed to survey","35-45","Male","Employed full-time","North West — Jigawa, Kaduna, Kano, Katsina, Kebbi, Sokoto, Zamfara","N1,000,000 and above","Yes","4-5",5,4,5,4,5,5,"Being able to stay within projection for a given period",4,2,"I have a rough idea of how to split it but do not write it down",NA,3,2,4,"I save occasionally but not on any schedule","No, but I have been planning to","I keep postponing it, I prefer to keep money accessible for emergencies",4,2,1,3,2,1,2,4,2,3,2,3,2,1,1,2,3,4,"Use it to cover outstanding expenses or debts",4,"I often procrastinate on financial tasks, I find it hard to stick to plans or routines",4,"Yes, multiple times","Opay, GTBank, Zenith Bank",NA,"GTBank","My salary or main income is paid into it",NA,"Leave it there and spend from it directly",4,4,2,4,3,4,NA,"Sticking to the plan","Somewhat - I would be curious to try it",NA,4.66666666666667,3,2,1.75,2.5,1.33333333333333,2.5
2026-03-27 22:01:42.448,"Yes, I consent - proceed to survey","25-34","Female","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N1,000,000 and above","Yes","4-5",4,4,4,3,5,5,"Sticking to budget - tracking expenses, saving, and investing such that I don’t live from hand to mouth, I’m comfortable, I have emergency funds, savings and investments",5,2,"I allocate specific amounts to different categories before spending",NA,4,4,4,"I intend to save but rarely do","Yes, once or twice","I keep postponing it, I prefer to keep money accessible for emergencies",2,4,3,2,4,2,3,3,3,3,4,4,4,2,2,2,3,3,"Split it between spending, saving, and investing",4,"I tend to spend impulsively, I find it hard to stick to plans or routines",3,"Yes, multiple times","Moniepoint, GTBank, Other (specify below)","Piggyvest, Office cooperative, standard chartered bank","GTB and Office cooperative","My salary or main income is paid into it","Office cooperative - because of the perks when I need a loan - low interest rates and the biannual dividends","It depends on the amount",4,5,5,5,5,5,"I do not think I can ever put all my money in one account. However, getting the comfort that my money is secured and my money is insured will help","Economic situation typically leads to me spending more and impulsive spending","Yes, very much","A platform that alerts me when I am close to going beyond budget  will help with discipline",4.16666666666667,3.8,3.8,2.75,3.75,2,3
2026-03-27 22:16:42.79,"Yes, I consent - proceed to survey","25-34","Female","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N300,000 - N599,999","Yes","More than 5",5,4,3,4,4,4,"Proper budgeting, funds allocation, expenses tracking, new investment opportunities.",3,2,"I transfer most of it to another account and spend from what remains",NA,3,4,4,"I save occasionally but not on any schedule","Yes, regularly (monthly or quarterly)",NA,3,3,2,4,5,3,4,4,4,3,2,1,2,1,2,2,2,4,"Split it between spending, saving, and investing",4,"I am generally disciplined with money",4,"Yes, once or twice","PalmPay, GTBank, Access Bank, Other (specify below)","ALATbyWEMA, Providus bank","Palmpay","It has the best app experience",NA,"Transfer it to my primary account immediately",3,2,4,4,5,5,NA,"Billing, black tax, and unplanned expenses","Somewhat - I would be curious to try it",NA,4,3.2,3,3.25,2,1.66666666666667,2
2026-03-27 23:10:54.316,"Yes, I consent - proceed to survey","35-45","Female","Self-employed / Business owner","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N300,000 - N599,999","Yes","2-3",5,5,4,4,5,5,"Budgeting, saving and investment",5,3,"I allocate specific amounts to different categories before spending",NA,3,3,5,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","Not applicable - I invest consistently",2,4,2,3,4,3,2,3,4,1,4,2,1,1,2,3,1,3,"Split it between spending, saving, and investing",3,"I am generally disciplined with money",5,"Yes, multiple times","GTBank, Other (specify below)","Providus","GTbank","It was my first or oldest account",NA,"Leave it there and spend from it directly",5,5,5,5,4,5,"Ease of use and ability to simplify spending/expenses info.","Knowing which investment opportunities will be best","Yes, very much","I just want something that can double my money. Hahaha! 🤣",4.66666666666667,3.8,3.4,3,2,2,2
2026-03-27 23:28:06.907,"Yes, I consent - proceed to survey","18-24","Female","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N100,000 - N299,999","Yes","2-3",4,4,4,2,5,5,"Budgeting",4,4,"I allocate specific amounts to different categories before spending",NA,2,1,4,"I save a fixed amount consistently every month","No, but I have been planning to","I do not have enough money left after expenses, I do not know enough about investment options, I find the process confusing or complicated, I prefer to keep money accessible for emergencies",3,3,3,3,3,3,4,3,4,2,4,2,2,5,5,5,3,4,"Split it between spending, saving, and investing",3,"I tend to spend impulsively, I avoid looking at my finances when things are tight, I struggle to delay gratification, I find it hard to stick to plans or routines",4,"Yes, multiple times","Moniepoint, Zenith Bank",NA,"Zenith Bank","It was my first or oldest account",NA,"It depends on the amount",3,4,4,4,3,4,"Corporate image and ease of use","Following up with plans","Somewhat - I would be curious to try it","I would like track my expenses weekly starting from April 2026 and I hope to follow through",4,3,3,3.5,2.5,5,2.5
2026-03-27 23:41:59.112,"Yes, I consent - proceed to survey","25-34","Male","Self-employed / Business owner","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N1,000,000 and above","Yes","2-3",3,4,4,3,5,5,"Managing personal finances well involves self-accountability, budgeting your income and expenses, saving regularly, investing for the future, and being flexible to adjust your spending when necessary.",3,2,"I spend as needs arise and hope it lasts",NA,3,3,2,"I save occasionally but not on any schedule","No, but I have been planning to","I keep postponing it",4,3,4,3,3,4,4,2,4,4,4,4,4,3,4,4,3,4,"Use it to cover outstanding expenses or debts",4,"I find it hard to stick to plans or routines",5,"Yes, once or twice","Moniepoint","Providus","Monipoint","Habit - I am just used to it",NA,"Leave it there and spend from it directly",2,2,2,2,1,1,"Managing personal finances well involves self-accountability, budgeting your income and expenses, saving regularly, investing for the future, and being flexible to adjust your spending when necessary.","Keep up with numbers","Yes, very much",NA,4,2.6,3,4,4,3.66666666666667,2.5
2026-03-27 23:48:37.959,"Yes, I consent - proceed to survey","25-34","Female","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N300,000 - N599,999","Yes","2-3",5,5,5,5,2,3,"Budgeting, saving, investing. No impulsivity, knowing where my money goes",5,5,"I allocate specific amounts to different categories before spending",NA,4,5,5,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)",NA,4,1,1,5,2,2,2,5,2,1,1,1,1,1,2,1,1,5,"Split it between spending, saving, and investing",5,"I am generally disciplined with money",5,"No, I usually succeed when I try","Moniepoint, GTBank",NA,"Gt","My salary or main income is paid into it",NA,"It depends on the amount",5,5,5,5,5,5,NA,NA,"Somewhat - I would be curious to try it",NA,4.16666666666667,4.8,1.4,1.75,1,1.33333333333333,1
2026-03-28 07:24:59.777,"Yes, I consent - proceed to survey","25-34","Male","Employed full-time","South East — Abia, Anambra, Ebonyi, Enugu, Imo","N100,000 - N299,999","Yes","2-3",4,5,5,3,5,5,"It's simply not running out of funds to attend to important things and possibly invest some along the line",2,1,"I have a rough idea of how to split it but do not write it down",NA,1,1,2,"I save occasionally but not on any schedule","Yes, once or twice","I do not have enough money left after expenses, I do not know enough about investment options, I keep postponing it",2,4,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,"Use it to cover outstanding expenses or debts",3,"I avoid looking at my finances when things are tight, I find it hard to stick to plans or routines",5,"Yes, multiple times","Opay, PalmPay, Other (specify below)","Sterling Bank","Sterling Bank","It was my first or oldest account",NA,"Leave it there and spend from it directly",3,3,5,3,3,5,"Integrated feature that tracks all my incoming and outgoing funds in real time to see at a glance where they go. And easily seen and accessible from front page","Needs are not currently static for me and things arise that need attention whether it's not done this month it is pending for next month.","Yes, very much","Could there be one integrated app that help me see my spending activities across all banks or Fintech apps I use in one place. Consolidating and helping me understand my transaction analysis. Maybe. Having to type how much I spend everyday to see where my money goes every end of the month is quite challenging given there are other things in the mind.",4.5,1.4,3.2,2.75,3,3,2.5
2026-03-28 07:48:48.786,"Yes, I consent - proceed to survey","25-34","Female","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N1,000,000 and above","Yes","4-5",5,5,5,5,3,3,NA,4,4,"I allocate specific amounts to different categories before spending",NA,3,4,5,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","Not applicable - I invest consistently",4,2,1,5,1,1,2,4,2,1,4,1,1,1,2,1,1,5,"Invest all or most of it",5,"I am generally disciplined with money",5,"Yes, once or twice","Kuda, Access Bank",NA,"Kuda","It has the best app experience",NA,"Leave it there and spend from it directly",5,5,5,5,5,5,NA,NA,"Somewhat - I would be curious to try it",NA,4.33333333333333,4,1.4,1.75,1.75,1.33333333333333,1
2026-03-28 07:51:46.353,"Yes, I consent - proceed to survey","25-34","Female","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N600,000 - N999,999","Yes","2-3",5,3,5,3,5,5,"Better action that build a great future and stable finances",3,1,"I have a rough idea of how to split it but do not write it down",NA,2,3,2,"I save when I have money left over at the end of the month","No, but I have been planning to","I keep postponing it",3,1,1,4,3,2,1,1,4,4,2,3,3,3,5,4,2,3,"Use it to cover outstanding expenses or debts",5,"I tend to spend impulsively, I often procrastinate on financial tasks, I avoid looking at my finances when things are tight, I find it hard to stick to plans or routines",5,"Yes, once or twice","Zenith Bank",NA,"Access","It was my first or oldest account",NA,"Leave it there and spend from it directly",5,5,5,5,5,5,NA,NA,"Yes, very much",NA,4.33333333333333,2.2,2,3,3,4,2.5
2026-03-28 08:20:20.219,"Yes, I consent - proceed to survey","18-24","Female","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N600,000 - N999,999","Yes","2-3",5,5,5,5,5,5,"Tracking expenses and income. Investing in productive assets",2,2,"I allocate specific amounts to different categories before spending",NA,2,1,5,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","I do not have enough money left after expenses, Not applicable - I invest consistently",5,2,2,3,3,1,1,5,3,4,4,1,2,2,2,2,3,4,"Save all or most of it",5,"I tend to spend impulsively, I often procrastinate on financial tasks, I struggle to delay gratification",5,"Yes, multiple times","Opay, GTBank, Access Bank","Cowrywise","GT","My salary or main income is paid into it",NA,"Leave it there and spend from it directly",5,5,5,5,5,5,"Reputable founders/group of trusted advisers. CBN recognition","Automation, I need an app that I can automate expenses through (scheduled transfers, scheduled bill payments, scheduled investments, etc)","Somewhat - I would be curious to try it","Personalization, something that helps track my financial history and recommends or provides nudges",5,2.4,2.2,1.5,2.75,2,2.5
2026-03-28 08:27:06.178,"Yes, I consent - proceed to survey","25-34","Male","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N100,000 - N299,999","Yes","2-3",5,5,5,5,5,5,"It involves  Budgeting, tracking your expenses and savings",3,2,"I have a rough idea of how to split it but do not write it down",NA,3,5,3,"I intend to save but rarely do","No, but I have been planning to","I keep postponing it, I find the process confusing or complicated, I prefer to keep money accessible for emergencies",3,2,2,5,2,2,4,4,3,5,4,4,4,3,2,4,4,2,"Save all or most of it",5,"I tend to spend impulsively, I find it hard to stick to plans or routines",4,"Yes, once or twice","Opay, Access Bank",NA,"Access Bank","My salary or main income is paid into it",NA,"Leave it there and spend from it directly",5,4,4,4,4,5,"Accessibility","Sticking to financial planning","Yes, very much","No",5,3.2,2,2.75,4.25,3,4
2026-03-28 08:39:34.541,"Yes, I consent - proceed to survey","25-34","Female","Employed full-time","North Central — Benue, Kogi, Kwara, Nasarawa, Niger, Plateau, FCT (Abuja)","N300,000 - N599,999","Yes","2-3",4,4,5,2,5,5,"Just ensuring that I am saving, investing and spending within my means.",3,3,"I have a rough idea of how to split it but do not write it down",NA,1,3,2,"I intend to save but rarely do","No, but I have been planning to","I do not have enough money left after expenses, I do not know enough about investment options, I find the process confusing or complicated, I prefer to keep money accessible for emergencies",4,2,1,4,4,2,2,4,4,4,4,3,4,1,2,3,2,4,"Use it to cover outstanding expenses or debts",3,"I often procrastinate on financial tasks",5,"Yes, multiple times","Opay, Access Bank","Etranzact Pocketmoni","Etranzact Pocketmoni","My salary or main income is paid into it",NA,"It depends on the amount",5,5,4,5,5,5,"Brand, transparency, trust guaranteed by NDIC and CBN",NA,"Somewhat - I would be curious to try it",NA,4.16666666666667,2.4,2.2,2.5,3.75,2,2
2026-03-28 09:02:39.988,"Yes, I consent - proceed to survey","35-45","Male","Self-employed / Business owner","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N1,000,000 and above","Yes","4-5",5,5,5,5,5,5,"It means being intentional about how I earn, spend, save, and plan my money so it supports my present needs and future goals.",5,4,"I allocate specific amounts to different categories before spending",NA,5,5,5,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","Not applicable - I invest consistently",5,1,1,5,2,2,1,5,1,1,1,1,1,1,3,2,1,5,"Split it between spending, saving, and investing",5,"I am generally disciplined with money",5,"Yes, once or twice","Kuda, GTBank, Access Bank, Other (specify below)","Providus bank,","Providus bank","My salary or main income is paid into it",NA,"It depends on the amount",4,4,4,4,4,4,"Honestly don’t think I’d ever just stick to one platform. I generally prefer having different platforms for different things. It also helps me manage my spending habits that way.","At the moment, nothing.","Yes, very much","Nothing",5,4.8,1.2,1.25,1,2,1
2026-03-28 10:28:37.205,"Yes, I consent - proceed to survey","35-45","Male","Employed full-time","North Central — Benue, Kogi, Kwara, Nasarawa, Niger, Plateau, FCT (Abuja)","N300,000 - N599,999","Yes","2-3",4,4,4,4,4,2,NA,4,5,"I allocate specific amounts to different categories before spending",NA,3,5,4,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","I do not trust investment platforms, I prefer to keep money accessible for emergencies",5,2,1,5,1,1,2,5,2,2,3,1,2,1,1,3,1,1,"Use it to cover outstanding expenses or debts",5,"I am generally disciplined with money",4,"No, I have not tried to change my habits","Opay, UBA, Other (specify below)","Piggyvest","Opay","It has the best app experience",NA,"Transfer it to my primary account immediately",5,5,5,4,3,5,"Great user experience. Opay with the capability of national banks","Inflation","Yes, very much",NA,3.66666666666667,4.2,1.2,1.5,2,1.66666666666667,3
2026-03-28 10:50:30.734,"Yes, I consent - proceed to survey","25-34","Female","Employed full-time","South East — Abia, Anambra, Ebonyi, Enugu, Imo","N300,000 - N599,999","Yes","2-3",5,5,5,5,4,3,"Being able to proportion my cash correctly for whatever I'm looking forward to achieving",5,5,"I allocate specific amounts to different categories before spending","N/A",3,4,5,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","Not applicable - I invest consistently",5,2,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,3,"Split it between spending, saving, and investing",5,"I am generally disciplined with money",2,"No, I usually succeed when I try","Opay, First Bank","N/A","Opay","It has better features for managing my money",NA,"It depends on the amount",3,3,3,4,3,4,"That it gains interest.","I don't think I have any","Somewhat - I would be curious to try it","A platform that will help invest better.",4.5,4.4,1.2,1,1,1,2
2026-03-28 11:02:25.586,"Yes, I consent - proceed to survey","35-45","Female","Employed full-time","South South — Akwa Ibom, Bayelsa, Cross River, Delta, Edo, Rivers","N300,000 - N599,999","Yes","2-3",5,4,5,3,5,3,"It involves identifying your needs and then your wants, determining what percentage of your income should go to each as well as what percentage should be saved on a monthly basis or depending on when and how often the income comes",3,1,"I have a rough idea of how to split it but do not write it down",NA,4,4,4,"I save a fixed amount consistently every month","No, and I have not considered it","I do not have enough money left after expenses",5,1,1,4,1,2,2,5,2,2,4,2,1,3,4,3,1,4,"Use it to cover outstanding expenses or debts",4,"I am generally disciplined with money",5,"No, I have not tried to change my habits","Access Bank, First Bank, Zenith Bank",NA,"First bank","Other (specify below)","Its the only bank account i have ATM for hence its my spending account","It depends on the amount",1,1,1,1,2,1,"I can never trust one platform enough to keep.my money","The hike and inconsistencies in price of things often disruptes the plan one has made","Not sure","Nil",4.16666666666667,3.2,1.2,1.75,2.25,3.33333333333333,1.5
2026-03-28 12:22:17.305,"Yes, I consent - proceed to survey","35-45","Male","Freelancer / Contract worker","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N1,000,000 and above","Yes","More than 5",4,5,5,4,5,5,"It involves having an Omni channel that provides a Birds Eye view into all my financial activities across different platforms. I want to collate my statement of account from all my banks, feed it into one tool and have a good summary of how much I spent across all channels, where the money went etc.

",1,1,"I have a rough idea of how to split it but do not write it down",NA,1,3,5,"I save a fixed amount consistently every month","Yes, regularly (monthly or quarterly)","I keep postponing it, I find the process confusing or complicated",4,3,4,3,3,2,2,5,3,3,3,3,3,2,2,2,2,4,"Save all or most of it",4,"I am generally disciplined with money",5,"No, I usually succeed when I try","GTBank, Other (specify below)","Sterling One Bank, Polaris","I split between GTB and Sterling. Sterling gives free transfers","Other (specify below)","GTB is my oldest bank, Sterling gives free transfers","Transfer it to my primary account immediately",1,1,1,4,1,1,"Customer service, security, brand trust","Statement of accounts are shit. Banks send PdF statement of accounts. AI doesn’t do well with PDFs; so I’d prefer CSV statements. With CSV statements, I can import all account statements into a local AI and get meaningful insights into my spending","Somewhat - I would be curious to try it","Commercial papers, stock market, bonds have become a staple in recent years. I shouldn’t have 4 apps to invest in these sort from my bank app",4.66666666666667,2.2,3,2,3,2,2
2026-03-28 12:42:53.633,"Yes, I consent - proceed to survey","35-45","Female","Employed full-time","South West — Ekiti, Lagos, Ogun, Ondo, Osun, Oyo","N600,000 - N999,999","Yes","1.0",4,4,5,4,5,5,"Saving effectively and taking advantage of investment yo build wealth",4,2,"I have a rough idea of how to split it but do not write it down","Na",1,3,5,"I save a fixed amount consistently every month","No, but I have been planning to","I do not know enough about investment options",4,2,3,4,3,4,4,4,4,4,5,4,5,5,5,5,2,4,"Use it to cover outstanding expenses or debts",4,"I avoid looking at my finances when things are tight, I am generally disciplined with money",4,"Yes, multiple times","Other (specify below)","Sterling","Sterling","My salary or main income is paid into it",NA,"Leave it there and spend from it directly",4,4,4,4,4,4,"Safety and security against theft or erroneous transactions","Expenses and the way prices keep sky rocketing in recent times","Yes, very much","Na",4.5,3,2.4,3.5,4.5,5,2
